WB_version,category_1,Additional_categories,Gene_set_name,Number_genes,Refs,Data_from,Rawdata,Selection_criteria,decided_by,Comment
NA,Microbes,NA,Common C. elegans and P. pacificus upon S. Marcescens,439,http://www.ncbi.nlm.nih.gov/pubmed/23028509,Supp table S7,GSE36636,NA,NA,
NA,Mutants,NA,Common down elf-1 dpl-1 lin-35 mutant,43,http://www.ncbi.nlm.nih.gov/pubmed/16854972,Supplemental Table 1,GSE5071,NA,NA,
NA,Tissue,NA,"Common-enriched mRNA tag in Germline, Muscle and Intestine (Pauli)",441,http://www.ncbi.nlm.nih.gov/pubmed/16354718,Sup. table 6,GSE2626,NA,NA,
NA,Chemicals/stress,NA,Commonly regulated by all toxicants(CPF and DZN),58,http://www.ncbi.nlm.nih.gov/pubmed/21931806,Table S2,GSE24257,NA,NA,
NA,TF Targets,NA,Commonly regulated by NHR-49 and NHR-66,14,http://www.ncbi.nlm.nih.gov/pubmed/22511885,Table S9.a,GSE34856,NA,NA,
NA,Microbes,NA,Confirmed infected by PA14 in spe-26 mutant,26,http://www.ncbi.nlm.nih.gov/pubmed/16968778,Supporting Table3,GSE5584,NA,NA,
NA,Microbes,NA,Confirmed infected by PA14 in wildtype,26,http://www.ncbi.nlm.nih.gov/pubmed/16968778,Supporting Table3,GSE5584,NA,NA,
NA,Other,NA,Constitutiely expressed genes in evironment interaction,2779,http://www.ncbi.nlm.nih.gov/pubmed/22669615,Supplementary Table S6,GSE34650,NA,NA,
NA,DAF/Insulin/food,NA,Core Dietary Response Genes in Two Metabolic Mutants,87,http://www.ncbi.nlm.nih.gov/pubmed/23540702,Table S4,GSE43952,NA,NA,
NA,TF Targets,NA,CSR-1 22G-RNA targets,3634,http://www.ncbi.nlm.nih.gov/pubmed/22738724,Table S4,GSE38723,NA,NA,
NA,Kim Mountains,NA,Cytochrome P450,38,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Other,NA,Cytochrome P450 (Menzel),72,http://www.ncbi.nlm.nih.gov/pubmed/11697852,Table 3,NA,NA,NA,
NA,TF Targets,NA,"daf-12 targets, within 1k bps",1433,http://www.ncbi.nlm.nih.gov/pubmed/21814518,Dataset_S04,GSE26165,NA,NA,
NA,TF Targets,NA,DAF-16 L4 targets (Araya),362,http://www.ncbi.nlm.nih.gov/pubmed/25164749,http://www.broadinstitute.org/~anshul/projects/worm,http://www.modencode.org/,NA,NA,add in 2016.07.01
NA,DAF/Insulin/food,NA,daf-16 targets,892,http://www.ncbi.nlm.nih.gov/pubmed/20706209,Supp table S2,E-MEXP-2414,NA,NA,
NA,TF Targets,NA,daf-16 targets (Kumar),818,http://www.ncbi.nlm.nih.gov/pubmed/26539642,Supplementary Data 9,GSE63865,NA,NA,add in 2016.06.03
NA,DAF/Insulin/food,NA,daf-16 targets by ChIP,97,http://www.ncbi.nlm.nih.gov/pubmed/16380712,Table 1,NA,NA,NA,
NA,TF Targets,NA,daf-16 targets within daf-2(-) (Kumar),835,http://www.ncbi.nlm.nih.gov/pubmed/26539642,Supplementary Data 9,GSE63865,NA,NA,add in 2016.06.03
NA,DAF/Insulin/food,NA,daf-2 pathway targets,19,http://www.ncbi.nlm.nih.gov/pubmed/21765926,Table 3,NA,NA,NA,
NA,Kim Mountains,NA,Dauer,21,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Development/Dauer/Aging,NA,Dauer enriced,311,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,NA,NA,NA,
NA,Development/Dauer/Aging,NA,Dauer recovery,2049,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S3,NA,NA,NA,
NA,Development/Dauer/Aging,NA,Dauer SAGE tag (Jones),320,http://www.ncbi.nlm.nih.gov/pubmed/11483575,http://elegans.bcgsc.ca/SAGE/,http://elegans.bcgsc.ca/SAGE/,NA,NA,
NA,Development/Dauer/Aging,NA,Dauer specific,1684,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,NA,NA,NA,
NA,Development/Dauer/Aging,NA,Day 8 cluster,509,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 9,GSE30505,NA,NA,
NA,TF Targets,NA,DCC targets,73,http://www.ncbi.nlm.nih.gov/pubmed/19270160,Supp table S1,GSE14640,NA,NA,
NA,Mutants,NA,dcr-1 targets (Rybak-Wolf),1425,http://www.ncbi.nlm.nih.gov/pubmed/25416952,Table S4 (fold >=2),GSE63435,NA,NA,
NA,DAF/Insulin/food,NA,"decreased abundance by daf-2 mutant, proteomics",40,http://www.ncbi.nlm.nih.gov/pubmed/17673661,Table S3,NA,NA,NA,
NA,TF Targets,NA,decreased small RNAs reads by starved at P0,594,http://www.ncbi.nlm.nih.gov/pubmed/25018105,Table S1,NA,NA,NA,
NA,DAF/Insulin/food,NA,Dependent on daf-16,393,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Table S4,GSE27677,NA,NA,
NA,Mutants,NA,Dependent on jun-1,219,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Table S4,GSE27677,NA,NA,
NA,Mutants,NA,Dependent on kgb-1,469,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Table S4,GSE27677,NA,NA,
NA,Other,NA,Depleted for antisense 22G-RNAs,4202,http://www.ncbi.nlm.nih.gov/pubmed/19800275,Table S1,GSE18230,NA,NA,
NA,Mutants,NA,Depleted in small RNA libraries from csr-1 mutant,923,http://www.ncbi.nlm.nih.gov/pubmed/19804758,Supp table S4,GSE18167,NA,NA,
NA,Mutants,NA,Depleted in small RNA libraries from ego-1 mutant,2090,http://www.ncbi.nlm.nih.gov/pubmed/19804758,Supp table S5,GSE18167,NA,NA,
NA,Tissue,NA,Depleted in the PVD OLL,975,http://www.ncbi.nlm.nih.gov/pubmed/20537990,Supplemental file 6,GSE21162,NA,NA,
NA,Mutants,NA,depleted of 22G-RNAs in ergo-1 mutant,86,http://www.ncbi.nlm.nih.gov/pubmed/20133583,Table S2,GSE18200,NA,NA,
NA,TF Targets,NA,depleted of 22G-RNAs in rrf-1 mutant,258,http://www.ncbi.nlm.nih.gov/pubmed/20133583,Table S4,GSE18714,NA,NA,
NA,TF Targets,NA,depleted of 22G-RNAs in rrf-3 mutant,100,http://www.ncbi.nlm.nih.gov/pubmed/20133583,Table S4,GSE18714,NA,NA,
NA,Mutants,NA,Deregulated L1 oga-1(ok1207),506,http://www.ncbi.nlm.nih.gov/pubmed/20368426,DataSet S3,GSE18132,NA,NA,
NA,Mutants,NA,Deregulated L1 ogt-1(ok430),697,http://www.ncbi.nlm.nih.gov/pubmed/20368426,DataSet S3,GSE18132,NA,NA,
NA,Mutants,NA,Deregulated L4 oga-1(ok1207),128,http://www.ncbi.nlm.nih.gov/pubmed/20368426,DataSet S3,GSE18132,NA,NA,
NA,Mutants,NA,Deregulated L4 ogt-1(ok430),1358,http://www.ncbi.nlm.nih.gov/pubmed/20368426,DataSet S3,GSE18132,NA,NA,
NA,Tissue,NA,Detected in the L1 mRNA-tagging derived muscle dataset,1011,"http://www.ncbi.nlm.nih.gov/pubmed/12214599,http://www.ncbi.nlm.nih.gov/pubmed/17848203",Additional data file 8,GSE8231,NA,NA,
NA,Tissue,NA,Detected in the total muscle enriched dataset but not the L1 mRNA-tagging,1032,"http://www.ncbi.nlm.nih.gov/pubmed/12214599,http://www.ncbi.nlm.nih.gov/pubmed/17848203",Additional data file 8,GSE8231,NA,NA,
NA,Microbes,NA,DKF-2 and PA14 induced,12,http://www.ncbi.nlm.nih.gov/pubmed/19371715,Table 3,GSE12456,NA,NA,
NA,Mutants,NA,DKF-2 induced,77,http://www.ncbi.nlm.nih.gov/pubmed/19371715,Table 1,GSE12456,NA,NA,
NA,Mutants,NA,DKF-2 reduced,41,http://www.ncbi.nlm.nih.gov/pubmed/19371715,Table 2,GSE12456,NA,NA,
NA,Kim Mountains,NA,DNA repair,51,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Kim Mountains,NA,DNA synthesis,440,http://www.ncbi.nlm.nih.gov/pubmed/11557892,Supplemental Table 1,Supplemental,NA,NA,
NA,Tissue,NA,Dopaminergic neuron enriched core,151,http://www.ncbi.nlm.nih.gov/pubmed/21177967,Supp file 6,GSE23262-9,NA,NA,
NA,Development/Dauer/Aging,NA,Dosage-Compensated,373,http://www.ncbi.nlm.nih.gov/pubmed/19270160,Supp table S4,GSE14640,NA,NA,
NA,TF Targets,NA,dot-1.1 targets,2886,http://www.ncbi.nlm.nih.gov/pubmed/23806335,Table S2,GSE47132,NA,NA,
NA,Chemicals/stress,NA,Down 25C AB2 vs. Control,199,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25C AB2 vs. N2,49,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25c CB4856 vs. Control,87,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25c CB4856 vs. N2,163,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25c CB4857 vs. Control,227,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25c CB4857 vs. N2,111,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25C N2 vs. Control,160,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25C sid-1 strain vs. Control,196,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25C sid-1 strain vs. N2,21,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25C Strain RC301 vs. Control,45,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down 25C Strain RC301 vs. N2,67,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Development/Dauer/Aging,NA,Down aak-2 null,328,http://www.ncbi.nlm.nih.gov/pubmed/21331044,Supp table S3,GSE25513,NA,NA,
NA,Tissue,NA,"Down after hlh-1 induced 2H, muscle",44,http://www.ncbi.nlm.nih.gov/pubmed/17848203,RawData,GSE8231,NA,NA,
NA,Chemicals/stress,NA,Down after shifting temperature,31,http://www.ncbi.nlm.nih.gov/pubmed/21706021,Sup fig2,GSE28856,NA,NA,
NA,Mutants,NA,Down age-1;fer-15 vs. fer-15,53,http://www.ncbi.nlm.nih.gov/pubmed/18662544,"Supplementary Table 5,Budovskaya YV, Cell. 2008",GSE12094,NA,NA,
NA,Mutants,NA,Down ahr-1 mutant,315,http://www.ncbi.nlm.nih.gov/pubmed/20045492,Supplemental Table S2,GSE16036,NA,NA,
NA,Mutants,NA,Down alg-1 mutant,212,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,GSE13258,NA,NA,
NA,Mutants,NA,Down alg-1 mutant (gk214),424,http://www.ncbi.nlm.nih.gov/pubmed/20062054,NA,GSE19138,NA,NA,
NA,Mutants,NA,"Down alg-3, alg-4 double mutant dependent 26G-RNA targets",330,http://www.ncbi.nlm.nih.gov/pubmed/20133686,Supplemental Table S4,GSE18719,NA,NA,
NA,Development/Dauer/Aging,NA,Down ash-2 RNAi Day 8,242,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 7,GSE30505,NA,NA,
NA,Development/Dauer/Aging,NA,Down ash-2 RNAi Day 8 on glp-1(e2141ts),730,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 7,GSE30505,NA,NA,
NA,Mutants,NA,Down ash-2 RNAi L3,189,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 6,GSE30505,NA,NA,
NA,Mutants,NA,Down ash-2 RNAi on glp-1 (e2141ts) L3,202,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 6,GSE30505,NA,NA,
NA,Other,NA,down at 6 generation (Amendola),97,https://www.ncbi.nlm.nih.gov/pubmed/28207814,Re-analysis (adj<0.05),GSE93086,NA,NA,add in 2017.07.26
NA,TF Targets,NA,down at the Ribosome-protected fragment (RPF) level in the cey-1 & cey-4 mutants,61,http://www.ncbi.nlm.nih.gov/pubmed/25378320,Table S2,GSE62856,NA,NA,
NA,Microbes,NA,Down Bacillus megaterium,11,http://www.ncbi.nlm.nih.gov/pubmed/19503598,RawData,GSE15923,NA,NA,
NA,Microbes,NA,Down Bacillus strain 67,314,http://www.ncbi.nlm.nih.gov/pubmed/23028509,RawData,GSE36733,NA,NA,
NA,Mutants,NA,Down biotin deficiency,72,http://www.ncbi.nlm.nih.gov/pubmed/20798549,Table 2,GSE18157,NA,NA,
WS283,Chemicals/stress,NA,Down by 0.02 mg/mL procyanidin fraction,30,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,GSE101680,p < 0.05; foldchange <= -2,authors,added 2022.05.24
NA,Mutants,NA,down by 0.1mM paraquat,2121,http://www.ncbi.nlm.nih.gov/pubmed/24813612,Re-analysis (fdr<0.05 & fold>=2),GSE54024,NA,NA,
WS283,Chemicals/stress,NA,Down by 0.2 mg/mL procyanidin crude extract,50,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,GSE101680,p < 0.05; foldchange <= -2,authors,added 2022.05.24
WS283,Chemicals/stress,NA,Down by 0.2 mg/mL procyanidin fraction,50,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,GSE101680,p < 0.05; foldchange <= -2,authors,added 2022.05.24
NA,Chemicals/stress,NA,Down by 0.5mgl CPF,382,http://www.ncbi.nlm.nih.gov/pubmed/20808445,Supp table S1,GSE16719,NA,NA,
NA,Chemicals/stress,NA,Down by 0.5mgl CPF and 1mgl DZN,65,http://www.ncbi.nlm.nih.gov/pubmed/20808445,Supp table S1,GSE16719,NA,NA,
NA,Chemicals/stress,NA,Down by 1 Gy of X-rays,1010,http://www.ncbi.nlm.nih.gov/pubmed/22796420,RawData,GSE29979,NA,NA,
NA,Chemicals/stress,NA,Down by 1 mgl DZN,121,http://www.ncbi.nlm.nih.gov/pubmed/20808445,Supp table S1,GSE16719,NA,NA,
NA,Chemicals/stress,NA,Down by 100ng/ml ivermectin,136,http://www.ncbi.nlm.nih.gov/pubmed/22348077,Rawdata,GSE22660,NA,NA,
NA,Chemicals/stress,NA,Down by 10mM LiCl,33,http://www.ncbi.nlm.nih.gov/pubmed/17959600,Supp table 3,GSE8058,NA,NA,
NA,Chemicals/stress,NA,down by 16 mg/l aldicarb,255,http://www.ncbi.nlm.nih.gov/pubmed/21253838,Table S2,NA,NA,NA,
NA,Chemicals/stress,NA,down by 1-methylnicotinamide (MNA),731,http://www.ncbi.nlm.nih.gov/pubmed/24077178,Supplementary Data Set 2,GSE49662,NA,NA,
NA,Chemicals/stress,NA,Down by 1ng/ml ivermectin,451,http://www.ncbi.nlm.nih.gov/pubmed/22348077,Rawdata,GSE22660,NA,NA,
WS283,Chemicals/stress,NA,Down by 2 mg/mL procyanidin fraction,50,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,GSE101680,p < 0.05; foldchange <= -2,authors,added 2022.05.24
NA,Mutants,NA,Down by 20um hemine hrg-2 mutant vs. Wt,273,http://www.ncbi.nlm.nih.gov/pubmed/22303006,RawData,GSE34471,NA,NA,
NA,Mutants,NA,down by 2-deoxy-D-glucose (DOG),77,http://www.ncbi.nlm.nih.gov/pubmed/24204961,Re-analysis (fdr<0.05),GSE52064,NA,NA,
NA,Development/Dauer/Aging,NA,"down by 4 days vs. 3 days, aging",340,http://www.ncbi.nlm.nih.gov/pubmed/12372248,Supplemental Table 1,GSE4005,NA,NA,
NA,Mutants,NA,Down by 4um hemine hrg-2 mutant vs. wt,468,http://www.ncbi.nlm.nih.gov/pubmed/22303006,RawData,GSE34471,NA,NA,
NA,Mutants,NA,down by aak-2 mutant (Burkewitz),763,http://www.ncbi.nlm.nih.gov/pubmed/25723162,Table S2,GSE58931,NA,NA,
NA,Mutants,NA,down by aak-2 overexpressed,348,http://www.ncbi.nlm.nih.gov/pubmed/26959186,Re-analysis (adj_p<0.05 & Fold>2),GSE77111,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by aak-2 overexpressed and daf-2 mutant,849,http://www.ncbi.nlm.nih.gov/pubmed/26959186,Re-analysis (adj_p<0.05 & Fold>2),GSE77111,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by aak-2 overexpressed and daf-2:rsks-1 mutant,717,http://www.ncbi.nlm.nih.gov/pubmed/26959186,Re-analysis (adj_p<0.05 & Fold>2),GSE77111,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by aak-2 overexpressed and rsks-1 mutant,523,http://www.ncbi.nlm.nih.gov/pubmed/26959186,Re-analysis (adj_p<0.05 & Fold>2),GSE77111,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by aak-2 overexpressed to N2,57,http://www.ncbi.nlm.nih.gov/pubmed/26959186,Re-analysis (adj_p<0.05 & Fold>2),GSE77111,NA,NA,add in 2016.06.08
NA,Chemicals/stress,NA,down by Acrylamide,169,http://www.ncbi.nlm.nih.gov/pubmed/23566034,Supplemental Table,NA,NA,NA,
NA,Mutants,NA,down by acs-3(ft5) mutant,151,http://www.ncbi.nlm.nih.gov/pubmed/24651852,Table S3,GSE48605,NA,NA,
NA,Mutants,NA,"down by age-1(mg44, m333) mutant",333,http://www.ncbi.nlm.nih.gov/pubmed/19764929,Table S1b,NA,NA,NA,
NA,Development/Dauer/Aging,NA,down by aging on day 10,2769,http://www.ncbi.nlm.nih.gov/pubmed/26623667,Figure 1 & source-data-4,GSE63528,NA,NA,add in 2016.06.08
NA,Development/Dauer/Aging,NA,down by aging on day 3,1299,http://www.ncbi.nlm.nih.gov/pubmed/26623667,Figure 1 & source-data-4,GSE63528,NA,NA,add in 2016.06.08
NA,Development/Dauer/Aging,NA,down by aging on day 5,2454,http://www.ncbi.nlm.nih.gov/pubmed/26623667,Figure 1 & source-data-4,GSE63528,NA,NA,add in 2016.06.08
NA,Chemicals/stress,NA,Down by AgNPs,1026,http://www.ncbi.nlm.nih.gov/pubmed/19544910,Supplementary Table 4,GSE14932,NA,NA,
NA,Mutants,NA,down by ahr-1 (ia03) mutant,318,http://www.ncbi.nlm.nih.gov/pubmed/24463456,Supplementary file 2,GSE61537,NA,NA,
NA,Mutants,NA,down by ahr-1 (ju145) mutant,487,http://www.ncbi.nlm.nih.gov/pubmed/24463456,Table S1,GSE61094,NA,NA,
NA,Other,NA,down by alpha-synuclein,67,http://www.ncbi.nlm.nih.gov/pubmed/16626960,Table S3,NA,NA,NA,
NA,Chemicals/stress,NA,down by Anatase Bulk,556,http://www.ncbi.nlm.nih.gov/pubmed/25211548,Re-analysis (p<0.01 & fold>=2 at all concentrations),GSE59475,NA,NA,
NA,Chemicals/stress,NA,down by Anatase Nano,417,http://www.ncbi.nlm.nih.gov/pubmed/25211548,Re-analysis (p<0.01 & fold>=2 at all concentrations),GSE59475,NA,NA,
WS283,Development/Dauer/Aging,mutants,Down by aptf-1 mutant during L4 larvae sleep,14,https://elifesciences.org/articles/12499,"Supplementary file 1, Table 1B",GSE73282,FDR < 0.05; foldchange >= 0,authors,added 2022.05.24
NA,Mutants,NA,down by aptf-1 mutant in L4 sleeping,10,http://www.ncbi.nlm.nih.gov/pubmed/26949257,Re-analysis(fdr <0.1),GSE73282,NA,NA,add in 2015.10.06
WS283,Development/Dauer/Aging,mutants,Down by aptf-1 mutant in pretzel-stage embryos,18,https://elifesciences.org/articles/12499,"Supplementary file 1, Table 1A",GSE73282,FDR < 0.05; foldchange >= 0,authors,added 2022.05.24
NA,Chemicals/stress,NA,down by aqueous garlic extract,128,http://www.ncbi.nlm.nih.gov/pubmed/25940980,Table S1,NA,NA,NA,
NA,Chemicals/stress,NA,"down by aqueous garlic extract, proteomics",14,http://www.ncbi.nlm.nih.gov/pubmed/25940980,Table S2,NA,NA,NA,
NA,TF Targets,NA,"down by arsenic, high dose",692,http://www.ncbi.nlm.nih.gov/pubmed/23894281,Supplementary file 2,GSE30246,NA,NA,
NA,Chemicals/stress,NA,"down by arsenic, low dose",39,http://www.ncbi.nlm.nih.gov/pubmed/23894281,Re-analysis (fdr<0.05 & fold>=2),GSE39012,NA,NA,
NA,DAF/Insulin/food,NA,down by arsenite at 48h,158,http://www.ncbi.nlm.nih.gov/pubmed/23534459,Table S1 (up at all timepoints),GSE42689,NA,NA,
NA,Chemicals/stress,NA,down by artifically aged silver nanomatierls,19,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70509,Re-analysis(fdr <0.05),GSE70509,NA,NA,add in 2015.10.06
NA,Mutants,NA,down by ash-2 mutant,132,http://www.ncbi.nlm.nih.gov/pubmed/25310986,Table S1,GSE61094,NA,NA,
NA,Mutants,NA,down by atfs-1 mutant (et18),122,http://www.ncbi.nlm.nih.gov/pubmed/27135930,Re-analysis (adj_p<0.05 & Fold>2),GSE73669,NA,NA,add in 2016.06.03
NA,Chemicals/stress,NA,Down by Atrazine-150mg,115,http://www.ncbi.nlm.nih.gov/pubmed/20331876,RawData,GSE21012,NA,NA,
NA,Chemicals/stress,NA,Down by Atrazine-25mg,173,http://www.ncbi.nlm.nih.gov/pubmed/20331876,RawData,GSE21012,NA,NA,
NA,Chemicals/stress,NA,Down by Atrazine-75mg,20,http://www.ncbi.nlm.nih.gov/pubmed/20331876,RawData,GSE21012,NA,NA,
NA,Chemicals/stress,NA,down by Au nanoparticles,550,http://www.ncbi.nlm.nih.gov/pubmed/22372763,Re-analysis (fdr <0.05 and fold>1.5),GSE32521,Re-analysis (fdr <0.05 and fold>1.5),NA,
NA,Microbes,NA,down by B. animalis sbsp. Lactis CECT 8145,13,http://www.ncbi.nlm.nih.gov/pubmed/27054371,Re-analysis (adj_p<0.05),GSE63531,NA,NA,add in 2016.06.09
NA,Microbes,NA,down by B. licheniformis 141,1002,http://www.ncbi.nlm.nih.gov/pubmed/26541069,Re-analysis (Flod>2),GSE63056,NA,NA,add in 2016.06.09
NA,Microbes,NA,"down by B. thuringiensis (BT247), 12h",1262,http://www.ncbi.nlm.nih.gov/pubmed/27066825,Additional file 15,GSE60063,NA,NA,add in 2016.06.03
NA,Microbes,NA,"down by B. thuringiensis (BT247), 24h",524,http://www.ncbi.nlm.nih.gov/pubmed/27066825,Additional file 15,GSE60063,NA,NA,add in 2016.06.03
NA,Microbes,NA,"down by B. thuringiensis (BT247), C. elegans strain MY15",457,http://www.ncbi.nlm.nih.gov/pubmed/21931778,SuppTable 2,E-MEXP-2168,NA,NA,
NA,Microbes,NA,"down by B. thuringiensis (BT247), C. elegans strain MY18",236,http://www.ncbi.nlm.nih.gov/pubmed/21931778,SuppTable 2,E-MEXP-2168,NA,NA,
NA,Microbes,NA,"down by B. thuringiensis (BT247), C. elegans strain N2",80,http://www.ncbi.nlm.nih.gov/pubmed/21931778,SuppTable 2,E-MEXP-2168,NA,NA,
NA,Microbes,NA,"down by B. thuringiensis (BT247), proteomics",117,http://www.ncbi.nlm.nih.gov/pubmed/25452134,Supplementary Table 1,NA,NA,NA,
NA,Tissue,NA,"down by B. thuringiensis at 12h (BT247, 1:10) (Yang)",1208,http://www.ncbi.nlm.nih.gov/pubmed/25720978,S7 dataset,GSE59943,NA,NA,
NA,Microbes,NA,"down by B. thuringiensis at 12h (BT247, 1:2) (Yang)",1044,http://www.ncbi.nlm.nih.gov/pubmed/25720978,(fold>=2 & fdr <0.05),GSE64401,NA,NA,
NA,Microbes,NA,"down by B. thuringiensis at 6h (BT247, 1:10) (Yang)",890,http://www.ncbi.nlm.nih.gov/pubmed/25720978,(fold>=2 & fdr <0.05),GSE64401,NA,NA,
NA,Microbes,NA,"down by B. thuringiensis at 6h (BT247, 1:2) (Yang)",841,http://www.ncbi.nlm.nih.gov/pubmed/25720978,(fold>=2 & fdr <0.05),GSE64401,NA,NA,
n.a.,Chemicals/stress,pathogens,Down by Bacillus thuringiensis pore forming toxin Cry5B,943,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S2,GSE125131,ANOVA p<0.05; foldchange <= -2,authors,added 2022.05.24
n.a.,Mutants,targets;pathogens,Down by Bacillus thuringiensis pore forming toxin Cry5B and hlh-30-dependent,542,https://www.tandfonline.com/doi/full/10.1080/15548627.2016.1256933?scroll=top&needAccess=true,Table S1,GSE78878,p < 0.05; foldchange <= 0,authors,added 2022.05.24
NA,Mutants,NA,down by bar-1 (activated),62,http://www.ncbi.nlm.nih.gov/pubmed/24569038,Table S1,GSE54024,NA,NA,
NA,Development/Dauer/Aging,NA,"down by bar-1(ga80), with development effect",703,http://www.ncbi.nlm.nih.gov/pubmed/24819947,Table S1,NA,NA,NA,
NA,Mutants,NA,down by bcat-1 RNAi,231,http://www.ncbi.nlm.nih.gov/pubmed/26620638,Supplementary Data 4,GSE60672,NA,NA,add in 2016.06.09
NA,Chemicals/stress,NA,down by benzene exposure,16,http://www.ncbi.nlm.nih.gov/pubmed/24846693,Table S3,GSE23013,NA,NA,
NA,Chemicals/stress,NA,down by beta amyloid peptide (Abeta),217,http://www.ncbi.nlm.nih.gov/pubmed/12600716,Supplementary Table B,SMD,NA,NA,
NA,Mutants,NA,down by Beta Amyloid toxicity,75,http://www.ncbi.nlm.nih.gov/pubmed/25457027,Re-analysis(fold>=2 & fdr <0.05),GSE63928,NA,NA,
NA,Chemicals/stress,NA,Down by Beta-naphthoflavone 4,960,http://www.ncbi.nlm.nih.gov/pubmed/11697852,NA,GSE3680,NA,NA,
NA,Chemicals/stress,NA,Down by Beta-naphthoflavone 7,1619,http://www.ncbi.nlm.nih.gov/pubmed/11697852,NA,GSE3680,NA,NA,
NA,Chemicals/stress,NA,Down by Beta-naphthoflavone 8,2671,http://www.ncbi.nlm.nih.gov/pubmed/11697852,NA,GSE3680,NA,NA,
NA,Microbes,NA,down by biofilms of Y. pseudotuberculosis (ypsI/ytbI mutant) at 1h,145,http://www.ncbi.nlm.nih.gov/pubmed/25312958,Table S2,E-MEXP-2981,NA,NA,
NA,Microbes,NA,down by biofilms of Y. pseudotuberculosis at 1h,83,http://www.ncbi.nlm.nih.gov/pubmed/25312958,Table S1,E-MEXP-2981,NA,NA,
NA,Chemicals/stress,NA,down by blmp-1(tm548) mutant,303,http://www.ncbi.nlm.nih.gov/pubmed/24613396,Supplementary Data 3,GSE54853,NA,NA,
