WormBaseVersion_checked,Categories,Gene Set name,number_genes,Refs,Data From,Selection_criteria,decided_by,Rawdata,Comment,
WS283,Development/Dauer/Aging,Up in lin-22(ot267) mutants,291,https://pubmed.ncbi.nlm.nih.gov/29108019/,S1 Data,padj < 0.05; foldchange >= 0,JN,GSE101645,,
WS283,Development/Dauer/Aging,Up in lin-22(ot269) mutants,1074,https://pubmed.ncbi.nlm.nih.gov/29108019/,S1 Data,padj < 0.05; foldchange >= 0,JN,GSE101645,,
n.a.,Microbes,Down in JU2519 12h before exposure to Myzocytiopsis humicola,1083,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange <= 0,JN,GSE101647,,
n.a.,Microbes,Down in JU2519 24h before exposure to Myzocytiopsis humicola,3009,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange <= 0,JN,GSE101647,,
n.a.,Microbes,Down Myzocytiopsis humicola in JU2519 12h after exposure ,871,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange <= 0,JN,GSE101647,,
n.a.,Microbes,Down Myzocytiopsis humicola in JU2519 24h after exposure ,3233,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange <= 0,JN,GSE101647,,
n.a.,Microbes,Up by Myzocytiopsis humicola in JU2519 12h after exposure ,921,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange >= 0,JN,GSE101647,,
n.a.,Microbes,Up in JU2519 12h before exposure to Myzocytiopsis humicola,1016,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange >= 0,JN,GSE101647,,
n.a.,Microbes,Up in JU2519 24h before exposure to Myzocytiopsis humicola,3340,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange >= 0,JN,GSE101647,,
n.a.,Microbes,Up Myzocytiopsis humicola in JU2519 24h after exposure ,2471,https://www.sciencedirect.com/science/article/pii/S0960982218300319#app2,Data S2,FDR < 0.05; foldchange >= 0,JN,GSE101647,,
WS283,Chemicals/stress,Down by 0.02 mg/mL procyanidin fraction,30,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange <= -2,authors,GSE101680,,
WS283,Chemicals/stress,Down by 0.2 mg/mL procyanidin crude extract,50,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange <= -2,authors,GSE101680,,
WS283,Chemicals/stress,Down by 0.2 mg/mL procyanidin fraction,50,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange <= -2,authors,GSE101680,,
WS283,Chemicals/stress,Down by 2 mg/mL procyanidin fraction,50,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange <= -2,authors,GSE101680,,
WS283,Chemicals/stress,Up by 0.02 mg/mL procyanidin fraction,36,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange >= 2,authors,GSE101680,,
WS283,Chemicals/stress,Up by 0.2 mg/mL procyanidin crude extract,36,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange >= 2,authors,GSE101680,,
WS283,Chemicals/stress,Up by 0.2 mg/mL procyanidin fraction,36,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange >= 2,authors,GSE101680,,
WS283,Chemicals/stress,Up by 2 mg/mL procyanidin fraction,36,https://pubmed.ncbi.nlm.nih.gov/28926584/,S2 Table,p < 0.05; foldchange >= 2,authors,GSE101680,,
WS283,Chemicals/stress,Down by Indole in N2 in adult animals (day 12),1,https://pubmed.ncbi.nlm.nih.gov/28827345/,GEO supplementary,padj < 0.01 and foldchange <= -2,JN,GSE101910,,
WS283,Chemicals/stress,Up by Indole in N2 in adult animals (day 12),7,https://pubmed.ncbi.nlm.nih.gov/28827345/,GEO supplementary,padj < 0.05 and foldchange >= 2,JN,GSE101910,,
WBcel235 ,Development/Dauer/Aging,Down in age-dependent RNA expression,697,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1007466#sec019,S7 Table,FDR<0.05; foldchange <= -2,JN,GSE101964,,
WBcel235 ,Mutants,Down in ash-2 mutants,1008,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1007466#sec019,S9 Table,FDR<0.05; foldchange <= -2,authors,GSE101964,,
WBcel235 ,Development/Dauer/Aging,Up in age-dependent RNA expression,562,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1007466#sec019,S7 Table,FDR<0.05; foldchange >=2,JN,GSE101964,,
WBcel235 ,Mutants,Up in ash-2 mutants,840,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1007466#sec019,S9 Table,FDR<0.05; foldchange unknown,authors,GSE101964,,
WS283,Tissue,Down by thoc-5(wy822) mutants,1546,https://pubmed.ncbi.nlm.nih.gov/30146163/,GSE supplementary,padj<0.05; foldchange <= -2,JN,GSE102300,,
WS283,Mutants,Down by thoc-5(wy822) mutants,1546,https://pubmed.ncbi.nlm.nih.gov/30146163/,GSE supplementary,padj<0.05; foldchange <= -2,JN,GSE102300,,
WS283,Tissue,Up by thoc-5(wy822) mutants,1852,https://pubmed.ncbi.nlm.nih.gov/30146163/,GSE supplementary,padj<0.05; foldchange >= 2,JN,GSE102300,,
WS283,Mutants,Up by thoc-5(wy822) mutants,1852,https://pubmed.ncbi.nlm.nih.gov/30146163/,GSE supplementary,padj<0.05; foldchange >= 2,JN,GSE102300,,
WS283,Chemicals/stress,Down in liquid axenic medium vs OP50 NGM agar plates in AB1,1,https://pubmed.ncbi.nlm.nih.gov/30064382/,Table S4,no information given,authors,GSE103776,,
WS283,Chemicals/stress,Down in liquid axenic medium vs OP50 NGM agar plates in N2,2,https://pubmed.ncbi.nlm.nih.gov/30064382/,Table S4,no information given,authors,GSE103776,,
WS283,Chemicals/stress,Up in liquid axenic medium vs OP50 NGM agar plates in AB1,11,https://pubmed.ncbi.nlm.nih.gov/30064382/,Table S4,no information given,authors,GSE103776,,
WS283,Chemicals/stress,Up in liquid axenic medium vs OP50 NGM agar plates in N2,5,https://pubmed.ncbi.nlm.nih.gov/30064382/,Table S4,no information given,authors,GSE103776,,
WS241,Development/Dauer/Aging,Down in daf-2,265,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange <= -2,JN,GSE106672,,
WS241,Mutants,Down in daf-2,265,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange <= -2,JN,GSE106672,,
WS241,Development/Dauer/Aging,Down in eat-2,121,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange <= -2,JN,GSE106672,,
WS241,Mutants,Down in eat-2,121,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange <= -2,JN,GSE106672,,
WS241,Development/Dauer/Aging,Up in daf-2,1737,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange >= 2,JN,GSE106672,,
WS241,Mutants,Up in daf-2,1737,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange >= 2,JN,GSE106672,,
WS241,Development/Dauer/Aging,Up in eat-2,355,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange <= 2,JN,GSE106672,,
WS241,Mutants,Up in eat-2,355,https://pubmed.ncbi.nlm.nih.gov/30300667/,Supplementary Table S1,p<0.01; foldchange >= 2,JN,GSE106672,,
WBcel235,Mutants,Down in H3.3(-)  embryos,2,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S3,FDR<0.05; foldchange <= -2,JN,GSE106889,,
WBcel235,Epigenetics,Down in H3.3(-)  embryos,2,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S3,FDR<0.05; foldchange <= -2,JN,GSE106889,,
WBcel235,Mutants,Down in H3.3(-) L1 larvae,2,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S4,FDR<0.05; foldchange <= -2,JN,GSE106889,,
WBcel235,Epigenetics,Down in H3.3(-) L1 larvae,2,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S4,FDR<0.05; foldchange <= -2,JN,GSE106889,,
WBcel235,Mutants,Up in H3.3(-) embryos,1,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S3,FDR<0.05; foldchange >=2,JN,GSE106889,,
WBcel235,Epigenetics,Up in H3.3(-) embryos,1,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S3,FDR<0.05; foldchange >=2,JN,GSE106889,,
WBcel235,Mutants,Up in H3.3(-) L1 larvae,1,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S4,FDR<0.05; foldchange >=2,JN,GSE106889,,
WBcel235,Epigenetics,Up in H3.3(-) L1 larvae,1,https://pubmed.ncbi.nlm.nih.gov/29636369/,Table S4,FDR<0.05; foldchange >=2,JN,GSE106889,,
WS235,Mutants,Down in elt-2(-) larvae vs elt-2(-);elt-7(-) larvae,647,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1 & log2FoldChange < -0.8 ,authors,GSE107175,,
WS235,TF Target,Down in elt-2(-) larvae vs elt-2(-);elt-7(-) larvae,647,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1 & log2FoldChange < -0.8 ,authors,GSE107175,,
WS235,Mutants,Down in wt vs elt-2(-) larvae,619,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1 & log2FoldChange < -0.8 ,authors,GSE107175,,
WS235,TF Target,Down in wt vs elt-2(-) larvae,619,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1 & log2FoldChange < -0.8 ,authors,GSE107175,,
WS235,Mutants,Down in wt vs elt-2(-);elt-7(-) larvae,994,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1 & log2FoldChange < -0.8 ,authors,GSE107175,,
WS235,TF Target,Down in wt vs elt-2(-);elt-7(-) larvae,994,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1 & log2FoldChange < -0.8 ,authors,GSE107175,,
WS235,Mutants,Up in elt-2(-) larvae vs elt-2(-);elt-7(-) larvae,211,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS235,TF Target,Up in elt-2(-) larvae vs elt-2(-);elt-7(-) larvae,211,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS235,Mutants,Up in wt vs elt-2(-) larvae,1152,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS235,TF Target,Up in wt vs elt-2(-) larvae,1152,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS235,Mutants,Up in wt vs elt-2(-);elt-7(-) larvae,1105,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS235,TF Target,Up in wt vs elt-2(-);elt-7(-) larvae,1105,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS235,Mutants,Up in wt vs elt-7(-) larvae,46,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS235,TF Target,Up in wt vs elt-7(-) larvae,46,https://pubmed.ncbi.nlm.nih.gov/29360433/,Table S4,padj < 0.1  & log2FoldChange > 0.8,authors,GSE107175,,
WS258,Microbes,Down S. maltophilia JCMS vs E. coli OP50,3,https://pubmed.ncbi.nlm.nih.gov/30177956/,Table 3,Benjamini-Hochberg<0.05; foldchange >= 1.5,authors,GSE107272,,
WS258,Microbes,Down S. maltophilia JCMS vs. S. maltophilia K279a,233,https://pubmed.ncbi.nlm.nih.gov/30177956/,Table 3,Benjamini-Hochberg<0.05; foldchange >= 1.5,authors,GSE107272,,
WS258,Microbes,Down S. maltophilia K279a vs. E. coli OP50,1,https://pubmed.ncbi.nlm.nih.gov/30177956/,Table 3,Benjamini-Hochberg<0.05; foldchange >= 1.5,authors,GSE107272,,
WS258,Microbes,Up S. maltophilia JCMS vs E. coli OP50,24,https://pubmed.ncbi.nlm.nih.gov/30177956/,Table 3,Benjamini-Hochberg<0.05; foldchange >= 1.5,authors,GSE107272,,
WS258,Microbes,Up S. maltophilia JCMS vs. S. maltophilia K279a,384,https://pubmed.ncbi.nlm.nih.gov/30177956/,Table 3,Benjamini-Hochberg<0.05; foldchange >= 1.5,authors,GSE107272,,
WS258,Microbes,Up S. maltophilia K279a vs. E. coli OP50,2,https://pubmed.ncbi.nlm.nih.gov/30177956/,Table 3,Benjamini-Hochberg<0.05; foldchange >= 1.5,authors,GSE107272,,
n.a.,Mutants,down by skn-1(RNAi) in dpy-7,398,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,down by skn-1(RNAi) at 24 h,329,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Chemicals/stress,down by skn-1(RNAi) in dpy-7,398,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Chemicals/stress,down by skn-1(RNAi) at 24 h,329,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,up at 24 h of NaCl,1014,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,up at 24h and down by skn-1,42,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,up at 24h NaCl and dpy-7,468,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,up at 3h and 24h NaCl,226,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,Up at 3h and skn-1 down,5,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,up at 3h NaCl and dpy-7,135,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,"Up at 3h, 24h, and dpy-7",108,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,up in dpy-7,1375,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Mutants,up in dpy-7 and down by skn-1,166,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
n.a.,Chemicals/stress,up in dpy-7 and down by skn-1,166,https://pubmed.ncbi.nlm.nih.gov/29487136/,Table S3,q < 0.05; B >= 1 or B <= -1,authors,GSE107704,,
WS283,Chemicals/stress,Down N2 + peroxide tBOOH vs. nhr-49 + peroxide tBOOH,12,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange <= -2,JN,GSE107799,,
WS283,Mutants,Down N2 vs. nhr-49,3,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange <= -2,JN,GSE107799,,
WS283,TF Target,Down N2 vs. nhr-49,3,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange <= -2,JN,GSE107799,,
WS283,Chemicals/stress,Up by peroxide tBOOH in N2,249,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange >=2,JN,GSE107799,,
WS283,Chemicals/stress,Up by peroxide tBOOH in nhr-49 mutants,125,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange >=2,JN,GSE107799,,
WS283,Chemicals/stress,Up N2 + peroxide tBOOH vs. nhr-49 + peroxide tBOOH,20,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange >=2,JN,GSE107799,,
WS283,Mutants,Up N2 vs. nhr-49,17,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange >=2,JN,GSE107799,,
WS283,TF Target,Up N2 vs. nhr-49,17,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.12743,Table S4,FDR<0.05; foldchange >=2,JN,GSE107799,,
,Other,Changed microwave exposure,28,http://www.ncbi.nlm.nih.gov/pubmed/19533680,Table 1,,,GSE10787,,
,Chemicals/stress,Down in Heat-Shocked,12,http://www.ncbi.nlm.nih.gov/pubmed/19533680,Table 2,,,GSE10787,,
,Chemicals/stress,UP heat-shocked,31,http://www.ncbi.nlm.nih.gov/pubmed/19533680,Table 2,,,GSE10787,,
n.a.,Tissue,Up in HSP-90 overexpressing neurons,39,https://pubmed.ncbi.nlm.nih.gov/29949773/,Table S2,p<0.05; foldchange > 1.5,authors,GSE108005,,
WBcel235,Chemicals/stress,Down by Allantoin,7,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Metformin,81,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Psora,610,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Psora + Allantoin,1897,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rapamycin,301,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rapamycin + Allantoin,1385,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rapamycin + Metformin,2076,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rapamycin + Psora,210,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rapamycin + Rifampicin,1677,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rapamycin + Rifampicin + Psora,1126,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rifampicin,1087,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rifampicin + Allantoin,2027,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rifampicin + Psora,1104,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Down by Rifampicin + Psora + Allantoin,905,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange <= -2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Allantoin,24,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Metformin,29,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Psora,71,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Psora + Allantoin,506,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rapamycin,133,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rapamycin + Allantoin,862,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rapamycin + Metformin,897,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rapamycin + Psora,370,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rapamycin + Rifampicin,571,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rapamycin + Rifampicin + Psora,760,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rifampicin,715,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rifampicin + Allantoin,1230,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rifampicin + Psora,657,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
WBcel235,Chemicals/stress,Up by Rifampicin + Psora + Allantoin,494,https://www.sciencedirect.com/science/article/pii/S1534580718306993#app2,Table S3,p<0.05; foldchange >= 2,authors,GSE108263,,
n.a.,Chemicals/stress,Down in cyp-36;egl-9 vs egl-9,9,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Mutants,Down in cyp-36;egl-9 vs egl-9,9,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Chemicals/stress,Down in egl-9(lf),182,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Mutants,Down in egl-9(lf),182,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Chemicals/stress,Down in egl-9;hif-1 vs egl-9,259,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Mutants,Down in egl-9;hif-1 vs egl-9,259,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Chemicals/stress,Up in cyp-36;egl-9 vs egl-9,1,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Mutants,Up in cyp-36;egl-9 vs egl-9,1,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 1,FDR<0.05; foldchange <= -2,JN,GSE108283,,
n.a.,Chemicals/stress,Up in egl-9(lf),201,https://pubmed.ncbi.nlm.nih.gov/30010540/,Supplementary file 2,FDR<0.05; foldchange >= 2,JN,GSE108283,,
