Categories,Gene Set name,Refs,Rawdata,Additional categories,
DAF/Insulin/food,Down Food vs. Starve 0H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,Down Food vs. Starve 15H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,Down Food vs. Starve 1H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,Down Food vs. Starve 24H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,Down Food vs. Starve 3H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,Down Food vs. Starve 6H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,UP Food vs. Starve 0H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,UP Food vs. Starve 15H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,UP Food vs. Starve 1H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,UP Food vs. Starve 24H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,UP Food vs. Starve 3H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
DAF/Insulin/food,UP Food vs. Starve 6H,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",GSE11055,NA,
Microbes,Down in clec-4(ok2050) 12h on non-pathogenic B. thuringiensis 407,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009454,GSE110913,NA,
Microbes,Down in clec-4(ok2050) 6h on non-pathogenic B. thuringiensis 407,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009454,GSE110913,NA,
Microbes,Up in clec-4(ok2050) 12h on non-pathogenic B. thuringiensis 407,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009454,GSE110913,NA,
Microbes,Up in clec-4(ok2050) 6h on non-pathogenic B. thuringiensis 407,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009454,GSE110913,NA,
Development/Dauer/Aging,Down in atfs-1(et15),https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Down in atfs-1(et17),https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Down in atfs-1(gk3094),https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Down in hif-1,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Down in nuo-6,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Down in nuo-6;atfs-1,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Down in nuo-6;hif-1,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Up in atfs-1(et15),https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Up in atfs-1(et17),https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Up in atfs-1(gk3094),https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Up in hif-1,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Up in nuo-6,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Up in nuo-6;atfs-1,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Development/Dauer/Aging,Up in nuo-6;hif-1,https://pubmed.ncbi.nlm.nih.gov/30563508/,GSE110984,mutants,
Mutants,Down specific ints-1,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-11,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-2,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-4,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-5,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-6,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-7,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-8,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Down specific ints-9,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-1,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-11,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-2,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-4,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-5,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-6,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-7,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-8,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Mutants,Up specific ints-9,https://pubmed.ncbi.nlm.nih.gov/30807579/,GSE111083,NA,
Development/Dauer/Aging,Down in aging,https://pubmed.ncbi.nlm.nih.gov/28751504/,GSE111257,NA,
Development/Dauer/Aging,Down in female-like state,https://pubmed.ncbi.nlm.nih.gov/28751504/,GSE111257,NA,
Mutants,Down in fog-2,https://pubmed.ncbi.nlm.nih.gov/28751504/,GSE111257,NA,
Development/Dauer/Aging,Up in aging,https://pubmed.ncbi.nlm.nih.gov/28751504/,GSE111257,NA,
Development/Dauer/Aging,Up in female-like state,https://pubmed.ncbi.nlm.nih.gov/28751504/,GSE111257,NA,
Mutants,Up in fog-2,https://pubmed.ncbi.nlm.nih.gov/28751504/,GSE111257,NA,
Microbes,Up in zip-3(gk3164) raised on P.aeruginosa,https://pubmed.ncbi.nlm.nih.gov/30850535/,GSE111325,mutants,
Microbes,Down by Ochrobactrum MYb237 in Ad1,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb237 in Ad3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb237 in Ad7,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb237 in L2,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb237 in L4,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb71 in Ad1,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb71 in Ad3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb71 in Ad7,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb71 in L2,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb71 in L3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb71 in L4,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by Ochrobactrum MYb237 in L3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb237 in Ad1,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb237 in L2,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb237 in L4,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb237 in Ad3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb237 in Ad7,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb237 in L3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb71 in Ad1,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb71 in Ad3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb71 in Ad7,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb71 in L2,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb71 in L3,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Up by Ochrobactrum MYb71 in L4,https://pubmed.ncbi.nlm.nih.gov/31440221/,GSE111364,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt247 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt247 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt247 vs empty vector on Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt247 vs empty vector on Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt247i vs empty vector on Bt247 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt247i vs empty vector on Bt247 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt679 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt679 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt679 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt679 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
TF Target,Down by elt-2(RNAi) on non-pathogenic B. thuringiensis Bt407 vs empty vector on Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,mutants,
TF Target,Down by elt-2(RNAi) on non-pathogenic B. thuringiensis Bt407 vs empty vector on Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,mutants,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 24h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 2h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt407 vs OP50 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 24h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 2h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Down in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt247 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt247 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt247 vs empty vector on Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt247 vs empty vector on Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt247i vs empty vector on Bt247 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt247i vs empty vector on Bt247 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt679 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt679 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt679 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up by elt-2(RNAi) on B. thuringiensis Bt679 vs empty vector on Bt679 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
TF Target,Up by elt-2(RNAi) on non-pathogenic B. thuringiensis Bt407 vs empty vector on Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,mutants,
TF Target,Up by elt-2(RNAi) on non-pathogenic B. thuringiensis Bt407 vs empty vector on Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,mutants,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 24h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 2h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt247 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt407 vs OP50 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt407 vs OP50 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 12h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 24h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 2h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Microbes,Up in N2 on non-pathogenic B. thuringiensis Bt679 vs Bt407 6h,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008826,GSE111797,NA,
Mutants,Down in alg-1(gk214) day 5 adult,https://pubmed.ncbi.nlm.nih.gov/29927939/,GSE112753,development,
Mutants,Down in alg-2(ok304) day 5 adult,https://pubmed.ncbi.nlm.nih.gov/29927939/,GSE112753,development,
Mutants,Up in alg-1(gk214) day 5 adult,https://pubmed.ncbi.nlm.nih.gov/29927939/,GSE112753,development,
Mutants,Up in alg-2(ok304) day 5 adult,https://pubmed.ncbi.nlm.nih.gov/29927939/,GSE112753,development,
Chemicals/stress,Up after BPA treatment,https://pubmed.ncbi.nlm.nih.gov/29791850/,GSE113266,NA,
DAF/Insulin/food,Down control fed vs control starved,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Down long term dauer fed vs long term dauer starved,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Down short term dauer fed vs short term dauer starved,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Up control fed vs control starved,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Up control fed vs long term dauer fed,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Up control starved vs long term dauer starved,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Up long term dauer fed vs long term dauer starved,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Up short term dauer fed vs short term dauer starved,https://pubmed.ncbi.nlm.nih.gov/30049782/,GSE113500,development,
DAF/Insulin/food,Down during L1 arrest in the progeny of DR parents,https://pubmed.ncbi.nlm.nih.gov/31280992/,GSE114271,development,
DAF/Insulin/food,Up during L1 arrest in the progeny of DR parents,https://pubmed.ncbi.nlm.nih.gov/31280992/,GSE114271,development,
DAF/Insulin/food,Down Ivermectin + Food at 1 hour vs. Ivermectin + Food at 24 hours,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Down Ivermectin at 1 hour vs. Ivermectin + Food at 1 hour ,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Down Ivermectin at 1 hour vs. Ivermectin at 24 hours,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Down Ivermectin at 24 hours vs. Ivermectin + Food at 24 hours,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Down Ivermectin Food at 1hr vs. No Ivermectin Food at 1hr,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Down Ivermectin No Food at 1hr vs. No Ivermectin No Food at 1hr,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Down No Ivermectin No Food at 1hr vs. No Ivermectin Food at 1hr,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Up Ivermectin + Food at 1 hour vs. Ivermectin + Food at 24 hours,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Up Ivermectin at 1 hour vs. Ivermectin + Food at 1 hour ,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Up Ivermectin at 1 hour vs. Ivermectin at 24 hours,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Up Ivermectin at 24 hours vs. Ivermectin + Food at 24 hours,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Up Ivermectin Food at 1hr vs. No Ivermectin Food at 1hr,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Up Ivermectin No Food at 1hr vs. No Ivermectin No Food at 1hr,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
DAF/Insulin/food,Up No Ivermectin No Food at 1hr vs. No Ivermectin Food at 1hr,https://pubmed.ncbi.nlm.nih.gov/30296941/,GSE114955,NA,
Epigenetics,Up in isolated germ nuclei ,https://pubmed.ncbi.nlm.nih.gov/31208332/,GSE117061,tissues,
Epigenetics,Up in somatic tissues,https://pubmed.ncbi.nlm.nih.gov/31208332/,GSE117061,tissues,
Mutants,Down in skn-1(mac53gf) ,https://pubmed.ncbi.nlm.nih.gov/30166349/,GSE117222,NA,
Mutants,Down in wdr-23(mac35lf) ,https://pubmed.ncbi.nlm.nih.gov/30166349/,GSE117222,NA,
Mutants,Up in skn-1(mac53gf) ,https://pubmed.ncbi.nlm.nih.gov/30166349/,GSE117222,NA,
Mutants,Up in wdr-23(mac35lf) ,https://pubmed.ncbi.nlm.nih.gov/30166349/,GSE117222,NA,
Chemicals/stress,Down in F1 after antimycin exposure in P0 in damt-1 mutants,https://pubmed.ncbi.nlm.nih.gov/30510156/,GSE118175,epigenetics,
Chemicals/stress,Down in F2 after antimycin exposure in P0 in damt-1 mutants,https://pubmed.ncbi.nlm.nih.gov/30510156/,GSE118175,epigenetics,
Chemicals/stress,Down in P0 after antimycin exposure in damt-1 mutants,https://pubmed.ncbi.nlm.nih.gov/30510156/,GSE118175,epigenetics,
